"2003.03595","Petteri Kaski","Andreas Bj\""orklund, Petteri Kaski","The Fine-Grained Complexity of Computing the Tutte Polynomial of a
  Linear Matroid","This version adds Theorem 4",,,,"cs.CC cs.DS math.CO","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We show that computing the Tutte polynomial of a linear matroid of dimension
$k$ on $k^{O(1)}$ points over a field of $k^{O(1)}$ elements requires
$k^{\Omega(k)}$ time unless the \#ETH---a counting extension of the Exponential
Time Hypothesis of Impagliazzo and Paturi [CCC 1999] due to Dell {\em et al.}
[ACM TALG 2014]---is false. This holds also for linear matroids that admit a
representation where every point is associated to a vector with at most two
nonzero coordinates. We also show that the same is true for computing the Tutte
polynomial of a binary matroid of dimension $k$ on $k^{O(1)}$ points with at
most three nonzero coordinates in each point's vector. This is in sharp
contrast to computing the Tutte polynomial of a $k$-vertex graph (that is, the
Tutte polynomial of a {\em graphic} matroid of dimension $k$---which is
representable in dimension $k$ over the binary field so that every vector has
two nonzero coordinates), which is known to be computable in $2^k k^{O(1)}$
time [Bj\""orklund {\em et al.}, FOCS 2008]. Our lower-bound proofs proceed via
(i) a connection due to Crapo and Rota [1970] between the number of tuples of
codewords of full support and the Tutte polynomial of the matroid associated
with the code; (ii) an earlier-established \#ETH-hardness of counting the
solutions to a bipartite $(d,2)$-CSP on $n$ vertices in $d^{o(n)}$ time; and
(iii) new embeddings of such CSP instances as questions about codewords of full
support in a linear code. We complement these lower bounds with two algorithm
designs. The first design computes the Tutte polynomial of a linear matroid of
dimension~$k$ on $k^{O(1)}$ points in $k^{O(k)}$ operations. The second design
generalizes the Bj\""orklund~{\em et al.} algorithm and runs in
$q^{k+1}k^{O(1)}$ time for linear matroids of dimension $k$ defined over the
$q$-element field by $k^{O(1)}$ points with at most two nonzero coordinates
each.
","[{""version"":""v1"",""created"":""Sat, 7 Mar 2020 16:04:21 GMT""},{""version"":""v2"",""created"":""Tue, 28 Jul 2020 09:35:56 GMT""}]","2020-07-29"
"2003.03596","Kaustubh Rajwade","K. M. Rajwade, M. B. Mickaliger, B. W. Stappers, V. Morello, D.
  Agarwal, C. G. Bassa, R. P. Breton, M. Caleb, A. Karastergiou, E. F. Keane
  and D. R. Lorimer","Possible periodic activity in the repeating FRB 121102","9 pages, 6 Figures, 3 Tables. More detections added to the
  periodicity search. Updated period and activity period. Complete tables
  (Table 1 and Table 3) have been submitted as online supplementary materials",,"10.1093/mnras/staa1237",,"astro-ph.HE","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The discovery that at least some Fast Radio Bursts (FRBs) repeat has ruled
out cataclysmic events as the progenitors of these particular bursts.
FRB~121102 is the most well-studied repeating FRB but despite extensive
monitoring of the source, no underlying pattern in the repetition has
previously been identified. Here, we present the results from a radio
monitoring campaign of FRB~121102 using the 76-m Lovell telescope. Using the
pulses detected in the Lovell data along with pulses from the literature, we
report a detection of periodic behaviour of the source over the span of five
years of data. We predict that the source is currently `off' and that it should
turn `on' for the approximate MJD range $59002-59089$ (2020-06-02 to
2020-08-28). This result, along with the recent detection of periodicity from
another repeating FRB, highlights the need for long-term monitoring of
repeating FRBs at a high cadence. Using simulations, we show that one needs at
least 100 hours of telescope time to follow-up repeating FRBs at a cadence of
0.5--3 days to detect periodicities in the range of 10--150 days. If the period
is real, it shows that repeating FRBs can have a large range in their activity
periods that might be difficult to reconcile with neutron star precession
models.
","[{""version"":""v1"",""created"":""Sat, 7 Mar 2020 16:10:39 GMT""},{""version"":""v2"",""created"":""Wed, 29 Apr 2020 16:11:28 GMT""}]","2020-05-27"
"2003.03597","Antonios Nathanail","Antonios Nathanail, Ramandeep Gill, Oliver Porth, Christian M. Fromm,
  Luciano Rezzolla","On the opening angle of magnetised jets from neutron-star mergers: the
  case of GRB170817A","9 pages, 5 figures, submitted",,"10.1093/mnras/staa1454",,"astro-ph.HE gr-qc","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The observations of GW170817/GRB170817A have confirmed that the coalescence
of a neutron-star binary is the progenitor of a short gamma-ray burst. In the
standard picture of a short gamma-ray burst, a collimated highly relativistic
outflow is launched after merger and it successfully breaks out from the
surrounding ejected matter. Using initial conditions inspired from
numerical-relativity binary neutron-star merger simulations, we have performed
general-relativistic hydrodynamic (HD) and magnetohydrodynamic (MHD)
simulations in which the jet is launched and propagates self-consistently. The
complete set of simulations suggests that: (i) MHD jets have an intrinsic
energy and velocity polar structure with a ``hollow core'' subtending an angle
$\theta_{\rm core}\approx4^{\circ}-5^{\circ}$ and an opening angle of
$\theta_{\rm jet}\gtrsim10^{\circ}$; (ii) MHD jets eject significant amounts of
matter and two orders of magnitude more than HD jets; (iii) the energy
stratification in MHD jets naturally yields the power-law energy scaling
$E(>\Gamma\beta)\propto(\Gamma\beta)^{-4.5}$; (iv) MHD jets provide fits to the
afterglow data from GRB170817A that are comparatively better than those of the
HD jets and without free parameters; (v) finally, both of the best-fit HD/MHD
models suggest an observation angle $\theta_{\rm obs} \simeq 21^{\circ}$ for
GRB170817A.
","[{""version"":""v1"",""created"":""Sat, 7 Mar 2020 16:16:20 GMT""}]","2020-06-03"
"2003.03598","Rodrigo Banuelos","Rodrigo Banuelos, Michal Brzozowski, Adam Osekowski","Burkholder's function and a weighted $L^2$ bound for stochastic
  integrals",,,,,"math.PR math.AP math.FA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Let $X$ be a continuous-path martingale and let $Y$ be a stochastic integral,
with respect to $X$, of some predictable process with values in $[-1,1]$. We
provide an explicit formula for Burkholder's function associated with the
weighted $L^2$ bound $$ \|Y\|_{L^2(W)}\lesssim [w]_{A_2}\|X\|_{L^2(W)}.$$
","[{""version"":""v1"",""created"":""Sat, 7 Mar 2020 16:18:28 GMT""}]","2020-03-10"
"2003.03599","Armin Pournaki","Armin Pournaki, Felix Gaisbauer, Sven Banisch, Eckehard Olbrich","The Twitter Explorer: a Framework for Observing Twitter through
  Interactive Networks","13 pages, 5 figures","Journal of Digital Social Research. 3, 1 (Mar. 2021)","10.33621/jdsr.v3i1.64",,"cs.SI","http://creativecommons.org/licenses/by-sa/4.0/","  We present an open-source interface for scientists to explore Twitter data
through interactive network visualizations. Combining data collection,
transformation and visualization in one easily accessible framework, the
twitter explorer connects distant and close reading of Twitter data through the
interactive exploration of interaction networks and semantic networks. By
lowering the technological barriers of data-driven research, it aims to attract
researchers from various disciplinary backgrounds and facilitates new
perspectives in the thriving field of computational social science.
","[{""version"":""v1"",""created"":""Sat, 7 Mar 2020 16:19:11 GMT""},{""version"":""v2"",""created"":""Wed, 7 Apr 2021 16:45:36 GMT""}]","2021-04-08"
"2003.03600","Nina Mazyavkina","Nina Mazyavkina and Sergey Sviridov and Sergei Ivanov and Evgeny
  Burnaev","Reinforcement Learning for Combinatorial Optimization: A Survey","24 pages",,,,"cs.LG math.CO math.OC stat.ML","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Many traditional algorithms for solving combinatorial optimization problems
involve using hand-crafted heuristics that sequentially construct a solution.
Such heuristics are designed by domain experts and may often be suboptimal due
to the hard nature of the problems. Reinforcement learning (RL) proposes a good
alternative to automate the search of these heuristics by training an agent in
a supervised or self-supervised manner. In this survey, we explore the recent
advancements of applying RL frameworks to hard combinatorial problems. Our
survey provides the necessary background for operations research and machine
learning communities and showcases the works that are moving the field forward.
We juxtapose recently proposed RL methods, laying out the timeline of the
improvements for each problem, as well as we make a comparison with traditional
algorithms, indicating that RL models can become a promising direction for
solving combinatorial problems.
","[{""version"":""v1"",""created"":""Sat, 7 Mar 2020 16:19:45 GMT""},{""version"":""v2"",""created"":""Sat, 15 Aug 2020 17:35:46 GMT""},{""version"":""v3"",""created"":""Thu, 24 Dec 2020 12:57:36 GMT""}]","2020-12-25"
"2003.03601","Nuri Mert Vural","N. Mert Vural, Selim F. Yilmaz, Fatih Ilhan and Suleyman S. Kozat","RNN-based Online Learning: An Efficient First-Order Optimization
  Algorithm with a Convergence Guarantee","This paper was an early draft of the presented results. We have
  written and published another paper (arXiv:2005.08948) where we have improved
  the material in this paper. The published paper covers most of the material
  presented in this paper as well. Therefore, we remove this paper from Arxiv
  and kindly refer the interested readers to arXiv:2005.08948",,,,"cs.LG stat.ML","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We investigate online nonlinear regression with continually running recurrent
neural network networks (RNNs), i.e., RNN-based online learning. For RNN-based
online learning, we introduce an efficient first-order training algorithm that
theoretically guarantees to converge to the optimum network parameters. Our
algorithm is truly online such that it does not make any assumption on the
learning environment to guarantee convergence. Through numerical simulations,
we verify our theoretical results and illustrate significant performance
improvements achieved by our algorithm with respect to the state-of-the-art RNN
training methods.
","[{""version"":""v1"",""created"":""Sat, 7 Mar 2020 16:31:22 GMT""},{""version"":""v2"",""created"":""Mon, 31 May 2021 15:30:41 GMT""}]","2021-06-01"
"2003.03602","Yin-Zhe Ma","Wei-Ming Dai, Yin-Zhe Ma, Hong-Jian He","Reconciling Hubble Constant Discrepancy from Holographic Dark Energy","Published version in PRD Rapid Communication, 6 pages, 5 figures, 2
  tables. All results and conclusions are unchanged, only minor refinements,
  references added","Phys. Rev. D 102, 121302 (2020)","10.1103/PhysRevD.102.121302",,"astro-ph.CO gr-qc hep-ph hep-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Holographic dark energy (HDE) describes the vacuum energy in a cosmic IR
region whose total energy saturates the limit of avoiding the collapse into a
black hole. HDE predicts that the dark energy equation of the state transiting
from greater than the $-1$ regime to less than $-1$, accelerating the Universe
slower at the early stage and faster at the late stage. We propose the HDE as a
new {\it physical} resolution to the Hubble constant discrepancy between the
cosmic microwave background (CMB) and local measurements. With Planck CMB and
galaxy baryon acoustic oscillation (BAO) data, we fit the HDE prediction of the
Hubble constant as $H_0^{}\!=\, 71.54\pm1.78\,\mathrm{km\,s^{-1} Mpc^{-1}}$,
consistent with local $H_0^{}$ measurements by LMC Cepheid Standards (R19) at
$1.4\sigma$ level. Combining Planck+BAO+R19, we find the HDE parameter
$c=0.51\pm0.02$ and $H_0^{}\! = 73.12\pm 1.14\,\mathrm{km \,s^{-1} Mpc^{-1}}$,
which fits cosmological data at all redshifts. Future CMB and large-scale
structure surveys will further test the holographic scenario.
","[{""version"":""v1"",""created"":""Sat, 7 Mar 2020 16:36:12 GMT""},{""version"":""v2"",""created"":""Tue, 8 Dec 2020 15:43:30 GMT""}]","2021-01-04"
"2003.03603","Mingkui Tan","Shoukai Xu, Haokun Li, Bohan Zhuang, Jing Liu, Jiezhang Cao, Chuangrun
  Liang, Mingkui Tan","Generative Low-bitwidth Data Free Quantization","eccv2020 code is available at: https://github.com/xushoukai/GDFQ",,,,"cs.CV","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Neural network quantization is an effective way to compress deep models and
improve their execution latency and energy efficiency, so that they can be
deployed on mobile or embedded devices. Existing quantization methods require
original data for calibration or fine-tuning to get better performance.
However, in many real-world scenarios, the data may not be available due to
confidential or private issues, thereby making existing quantization methods
not applicable. Moreover, due to the absence of original data, the recently
developed generative adversarial networks (GANs) cannot be applied to generate
data. Although the full-precision model may contain rich data information, such
information alone is hard to exploit for recovering the original data or
generating new meaningful data. In this paper, we investigate a
simple-yet-effective method called Generative Low-bitwidth Data Free
Quantization (GDFQ) to remove the data dependence burden. Specifically, we
propose a knowledge matching generator to produce meaningful fake data by
exploiting classification boundary knowledge and distribution information in
the pre-trained model. With the help of generated data, we can quantize a model
by learning knowledge from the pre-trained model. Extensive experiments on
three data sets demonstrate the effectiveness of our method. More critically,
our method achieves much higher accuracy on 4-bit quantization than the
existing data free quantization method. Code is available at
https://github.com/xushoukai/GDFQ.
","[{""version"":""v1"",""created"":""Sat, 7 Mar 2020 16:38:34 GMT""},{""version"":""v2"",""created"":""Mon, 20 Jul 2020 02:47:42 GMT""},{""version"":""v3"",""created"":""Mon, 10 Aug 2020 12:56:06 GMT""}]","2020-08-11"
"2003.03604","Sergio Esteves","S\'ergio Esteves, Gianmarco De Francisci Morales, Rodrigo Rodrigues,
  Marco Serafini, Lu\'is Veiga","Aion: Better Late than Never in Event-Time Streams","14 pages, 28 figures",,,,"cs.DC","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Processing data streams in near real-time is an increasingly important task.
In the case of event-timestamped data, the stream processing system must
promptly handle late events that arrive after the corresponding window has been
processed. To enable this late processing, the window state must be maintained
for a long period of time. However, current systems maintain this state in
memory, which either imposes a maximum period of tolerated lateness, or causes
the system to degrade performance or even crash when the system memory runs
out.
  In this paper, we propose AION, a comprehensive solution for handling late
events in an efficient manner, implemented on top of Flink. In designing AION,
we go beyond a naive solution that transfers state between memory and
persistent storage on demand. In particular, we introduce a proactive caching
scheme, where we leverage the semantics of stream processing to anticipate the
need for bringing data to memory. Furthermore, we propose a predictive cleanup
scheme to permanently discard window state based on the likelihood of receiving
more late events, to prevent storage consumption from growing without bounds.
  Our evaluation shows that AION is capable of maintaining sustainable levels
of memory utilization while still preserving high throughput, low latency, and
low staleness.
","[{""version"":""v1"",""created"":""Sat, 7 Mar 2020 16:41:09 GMT""},{""version"":""v2"",""created"":""Wed, 22 Apr 2020 20:04:37 GMT""}]","2020-04-24"
