"2003.06510","Costas Papachristou","C. J. Papachristou","Plane-wave solutions of Maxwell's equations: An educational note","9 pages","META Publishing, No.70 (2020)
  (http://metapublishing.org/index.php/MP/catalog/book/70)",,,"physics.class-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In electrodynamics courses and textbooks, the properties of plane
electromagnetic waves in both conducting and non-conducting media are typically
studied from the point of view of the prototype case of a monochromatic plane
wave. In this note an approach is suggested that starts from more general
considerations and better exploits the independence of the Maxwell equations.
","[{""version"":""v1"",""created"":""Mon, 16 Mar 2020 13:18:36 GMT""}]","2020-07-15"
"2003.06859","Kurosh Javidan","K. Javidan, M. M. Yazdanpanah and H. Nematollahi","Non-Extensive Behaviour of the QCD Strong Coupling Constant","14 pages, 5 figures","Eur. Phys. J. A (2021) 57: 78","10.1140/epja/s10050-021-00391-1",,"hep-ph nucl-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The compatibility of theoretically calculated values for the strong coupling
constant,through the renormalization group approach with experimental data is
studied. There exist considerable divergence in-between theoretical and
experimental results at low energies, which can not be explained by thermal
field theory and considering chemical potential. Such great deviation can be
treated successfully by considering the q-generalized statistical effects
through adding a q-nonextensive parameter in the fitting of theoretical results
on experimental data.
","[{""version"":""v1"",""created"":""Sun, 15 Mar 2020 16:04:26 GMT""},{""version"":""v2"",""created"":""Sat, 4 Apr 2020 13:30:00 GMT""}]","2021-05-28"
"2003.06860","Francesco Lohengrin Romeo","Francesco Lohengrin Romeo","A semi-implicit high-order space-time scheme on staggered meshes for the
  2D incompressible Navier-Stokes equations","4 pages, 2 figures. To be published in the AIP Conference Proceedings
  of ICNAAM 2019",,,,"math.NA cs.NA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  A new high order accurate semi-implicit space-time Discontinuous Galerkin
method on staggered grids, for the simulation of viscous incompressible flows
on two-dimensional domains is presented. The designed scheme is of the
Arbitrary Lagrangian Eulerian type, which is suitable to work on fixed as well
as on moving meshes. In our space-time formulation, by expressing the numerical
solution in terms of piecewise space-time polynomials, an arbitrary high order
of accuracy in time is achieved through a simple and efficient method of Picard
iterations. For the dual mesh, the basis functions consist in the union of
continuous piecewise polynomials on the two subtriangles within the
quadrilaterals: this allows the construction of a quadrature-free scheme,
resulting in a very efficient algorithm. Some numerical examples confirm that
the proposed method outperforms existing ones.
","[{""version"":""v1"",""created"":""Sun, 15 Mar 2020 16:04:51 GMT""}]","2020-03-17"
"2003.06861","P. Gaspard","Pierre Gaspard and Raymond Kapral","Active matter, microreversibility, and thermodynamics",,"Research, article ID 9739231, 2020","10.34133/2020/9739231",,"cond-mat.soft cond-mat.stat-mech nlin.PS physics.chem-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Active matter, comprising many active agents interacting and moving in fluids
or more complex environments, is a commonly occurring state of matter in
biological and physical systems. By its very nature active matter systems exist
in nonequilibrium states. In this paper the active agents are small Janus
colloidal particles that use chemical energy provided by chemical reactions
occurring on their surfaces for propulsion through a diffusiophoretic
mechanism. As a result of interactions among these colloids, either directly or
through fluid velocity and concentration fields, they may act collectively to
form structures such as dynamic clusters. A general nonequilibrium
thermodynamics framework for the description of such systems is presented that
accounts for both self-diffusiophoresis and diffusiophoresis due to external
concentration gradients, and is consistent with microreversibility. It predicts
the existence of a reciprocal effect of diffusiophoresis back onto the reaction
rate for the entire collection of colloids in the system, as well as the
existence of a clustering instability that leads to nonequilibrium
inhomogeneous system states.
","[{""version"":""v1"",""created"":""Sun, 15 Mar 2020 16:09:07 GMT""}]","2021-02-08"
"2003.06862","Nelson Bore K","Nelson Bore, Andrew Kinai, Peninah Waweru, Isaac Wambugu, Juliet
  Mutahi, Everlyne Kemunto, Reginald Bryant, Komminist Weldemariam","ADW: Blockchain-enabled Small-scale Farm Digitization",,,,,"cs.DC cs.CY","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Farm records hold the static, temporal, and longitudinal details of the
farms. For small-scale farming, the ability to accurately capture these records
plays a critical role in formalizing and digitizing the agriculture industry.
Reliable exchange of these record through a trusted platform could unlock
critical and valuable insights to different stakeholders across the value chain
in agriculture eco-system. Lately, there has been increasing attention on
digitization of small scale farming with the objective of providing farm-level
transparency, accountability, visibility, access to farm loans, etc. using
these farm records. However, most solutions proposed so far have the
shortcoming of providing detailed, reliable and trusted small-scale farm
digitization information in real time. To address these challenges, we present
a system, called Agribusiness Digital Wallet (ADW), which leverages blockchain
to formalize the interactions and enable seamless data flow in small-scale
farming ecosystem. Utilizing instrumentation of farm tractors, we demonstrate
the ability to utilize farm activities to create trusted electronic field
records (EFR) with automated valuable insights. Using ADW, we processed several
thousands of small-scale farm-level activity events for which we also performed
automated farm boundary detection of a number of farms in different
geographies.
","[{""version"":""v1"",""created"":""Sun, 15 Mar 2020 16:15:20 GMT""}]","2020-03-17"
"2003.06863","Bertrand Jayles","Bertrand Jayles, Cl\'ement Sire and Ralf H.J.M Kurvers","Crowd control: Reducing individual estimation bias by sharing biased
  social information",,"PLoS Comput Biol 17(11): e1009590 (2021)","10.1371/journal.pcbi.1009590",,"physics.soc-ph","http://creativecommons.org/licenses/by/4.0/","  Cognitive biases are widespread in humans and animals alike, and can
sometimes be reinforced by social interactions. One prime bias in judgment and
decision-making is the human tendency to underestimate large quantities.
Previous research on social influence in estimation tasks has generally focused
on the impact of single estimates on individual and collective accuracy,
showing that randomly sharing estimates does not reduce the underestimation
bias. Here, we test a method of social information sharing that exploits the
known relationship between the true value and the level of underestimation, and
study if it can counteract the underestimation bias. We performed estimation
experiments in which participants had to estimate a series of quantities twice,
before and after receiving estimates from one or several group members. Our
purpose was threefold: to study (i) whether restructuring the sharing of social
information can reduce the underestimation bias, (ii) how the number of
estimates received affects the sensitivity to social influence and estimation
accuracy, and (iii) the mechanisms underlying the integration of multiple
estimates. Our restructuring of social interactions successfully countered the
underestimation bias. Moreover, we find that sharing more than one estimate
also reduces the underestimation bias. Underlying our results are a human
tendency to herd, to trust larger estimates than one's own more than smaller
estimates, and to follow disparate social information less. Using a
computational modelling approach, we demonstrate that these effects are indeed
key to explain the experimental results. Overall, our results show that
existing knowledge on biases can be used to dampen their negative effects and
boost judgment accuracy, paving the way for combating other cognitive biases
threatening collective systems.
","[{""version"":""v1"",""created"":""Sun, 15 Mar 2020 16:21:04 GMT""},{""version"":""v2"",""created"":""Tue, 11 Jan 2022 10:58:48 GMT""}]","2022-01-12"
"2003.06864","Matthias Reitzner","Binh Hong Ngoc, Matthias Reitzner","Expected mean width of the randomized integer convex hull",,,,,"math.MG math.CO","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Let $K \in \R^d$ be a convex body, and assume that $L$ is a randomly rotated
and shifted integer lattice. Let $K_L$ be the convex hull of the (random)
points $K \cap L$. The mean width $W(K_L)$ of $K_L$ is investigated. The
asymptotic order of the mean width difference $W(\l K)-W((\l K)_L)$ is
maximized by the order obtained by polytopes and minimized by the order for
smooth convex sets as $\l \to \infty$.
","[{""version"":""v1"",""created"":""Sun, 15 Mar 2020 16:33:05 GMT""}]","2020-03-17"
"2003.06865","Andrew Tonks","Imma G\'alvez-Carrillo, Frank Neumann, Andrew Tonks","Gabriel-Zisman Cohomology and spectral sequences",,,"10.1007/s10485-020-09609-7",,"math.KT math.AT math.CT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Extending constructions by Gabriel and Zisman, we develop a functorial
framework for the cohomology and homology of simplicial sets with very general
coefficient systems given by functors on simplex categories into abelian
categories. Furthermore we construct Leray type spectral sequences for any map
of simplicial sets. We also show that these constructions generalise and unify
the various existing versions of cohomology and homology of small categories
and as a bonus provide new insight into their functoriality.
","[{""version"":""v1"",""created"":""Sun, 15 Mar 2020 16:35:41 GMT""},{""version"":""v2"",""created"":""Fri, 6 Nov 2020 18:16:54 GMT""}]","2020-11-09"
"2003.06866","Chang-Jian Zhao","Chang-Jian Zhao","Orlicz mixed chord integrals",,,,,"math.MG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We introduce a affine geometric quantity and call it Orlicz mixed chord
integral, which generalize the chord integrals to Orlicz space. Minkoswki and
Brunn-Minkowski inequalities for the Orlicz mixed chord integrals are
establish. These new inequalities in special cases yield some isoperimetric
inequalities for the usual chord integrals. The related concepts and
inequalities of Lp-mixed chord integrals are also derived.
","[{""version"":""v1"",""created"":""Sun, 15 Mar 2020 16:38:46 GMT""}]","2020-03-17"
"2003.06867","Phanuel Mariano","Rodrigo Banuelos, Phanuel Mariano, and Jing Wang","Bounds for exit times of Brownian motion and the first Dirichlet
  eigenvalue for the Laplacian","24 pages, to appear in Trans. Amer. Math. Soc",,,,"math.PR math.FA math.SP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  For domains in $\mathbb{R}^d$, $d\geq 2$, we prove universal upper and lower
bounds on the product of the bottom of the spectrum for the Laplacian to the
power $p>0$ and the supremum over all starting points of the $p$-moments of the
exit time of Brownian motion. It is shown that the lower bound is sharp for
integer values of $p$ and that for $p \geq 1$, the upper bound is
asymptotically sharp as $d\to\infty$. For all $p>0$, we prove the existence of
an extremal domain among the class of domains that are convex and symmetric
with respect to all coordinate axes. For this class of domains we conjecture
that the cube is extremal.
","[{""version"":""v1"",""created"":""Sun, 15 Mar 2020 17:00:28 GMT""},{""version"":""v2"",""created"":""Fri, 5 Jun 2020 21:28:10 GMT""},{""version"":""v3"",""created"":""Thu, 24 Feb 2022 19:40:20 GMT""},{""version"":""v4"",""created"":""Thu, 13 Apr 2023 19:16:39 GMT""}]","2023-04-17"
"2003.06868","Maximilian Schleich","Leopoldo Bertossi, Jordan Li, Maximilian Schleich, Dan Suciu,
  Zografoula Vagena","Causality-based Explanation of Classification Outcomes","16 pages, 6 figures, 1 table",,,,"cs.LG cs.AI cs.DB stat.ML","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We propose a simple definition of an explanation for the outcome of a
classifier based on concepts from causality. We compare it with previously
proposed notions of explanation, and study their complexity. We conduct an
experimental evaluation with two real datasets from the financial domain.
","[{""version"":""v1"",""created"":""Sun, 15 Mar 2020 17:00:37 GMT""},{""version"":""v2"",""created"":""Mon, 25 May 2020 04:24:18 GMT""}]","2020-05-26"
"2003.06869","Jose Manuel Pedraza Ramirez Dr","Erik J. Baurdoux and J.M. Pedraza","$L_p$ optimal prediction of the last zero of a spectrally negative
  L\'evy process",,,,,"math.PR","http://creativecommons.org/licenses/by/4.0/","  Given a spectrally negative L\'evy process $X$ drifting to infinity,
(inspired on the early ideas of Shiryaev (2002)) we are interested in finding a
stopping time that minimises the $L^p$ distance ($p>1$) with $g$, the last time
$X$ is negative. The solution is substantially more difficult compared to the
case $p=1$, for which it was shown in Baurdoux and Pedraza (2020b) that it is
optimal to stop as soon as $X$ exceeds a constant barrier. In the case of $p>1$
treated here, we prove that solving this optimal prediction problem is
equivalent to solving an optimal stopping problem in terms of a two-dimensional
strong Markov process that incorporates the length of the current excursion
away from $0$. We show that an optimal stopping time is now given by the first
time that $X$ exceeds a non-increasing and non-negative curve depending on the
length of the current excursion away from $0$. We further characterise the
optimal boundary and the value function as the unique solution of a non-linear
system of integral equations within a subclass of functions. As examples, the
case of a Brownian motion with drift and a Brownian motion with drift perturbed
by a Poisson process with exponential jumps are considered.
","[{""version"":""v1"",""created"":""Sun, 15 Mar 2020 17:05:50 GMT""},{""version"":""v2"",""created"":""Wed, 23 Mar 2022 15:19:22 GMT""},{""version"":""v3"",""created"":""Tue, 4 Apr 2023 14:44:23 GMT""}]","2023-04-05"
"2003.06870","Carey Lisse","C.M. Lisse, H.Y.A. Meng, M.L. Sitko, A. Morlok, B.C. Johnson, A.P.
  Jackson, R.J. Vervack Jr., C.H. Chen, S.J. Wolk, M.D. Lucas, M. Marengo, D.T.
  Britt","HD 145263: Spectral Observations of Silica Debris Disk Formation via
  Extreme Space Weathering?","41 Pages, 5 Figures, 5 Tables, Accepted for publication in the
  Astrophysical Journal",,"10.3847/1538-4357/ab7b80",,"astro-ph.SR astro-ph.EP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We report here time domain infrared spectroscopy and optical photometry of
the HD145263 silica-rich circumstellar disk system taken from 2003 through
2014. We find an F4V host star surrounded by a stable, massive 1e22 - 1e23 kg
(M_Moon to M_Mars) dust disk. No disk gas was detected, and the primary star
was seen rotating with a rapid ~1.75 day period. After resolving a problem with
previously reported observations, we find the silica, Mg-olivine, and
Fe-pyroxene mineralogy of the dust disk to be stable throughout, and very
unusual compared to the ferromagnesian silicates typically found in primordial
and debris disks. By comparison with mid-infrared spectral features of
primitive solar system dust, we explore the possibility that HD 145263's
circumstellar dust mineralogy occurred with preferential destruction of
Fe-bearing olivines, metal sulfides, and water ice in an initially comet-like
mineral mix and their replacement by Fe-bearing pyroxenes, amorphous pyroxene,
and silica. We reject models based on vaporizing optical stellar megaflares,
aqueous alteration, or giant hypervelocity impacts as unable to produce the
observed mineralogy. Scenarios involving unusually high Si abundances are at
odds with the normal stellar absorption near-infrared feature strengths for Mg,
Fe, and Si. Models involving intense space weathering of a thin surface patina
via moderate (T < 1300 K) heating and energetic ion sputtering due to a stellar
superflare from the F4V primary are consistent with the observations. The space
weathered patina should be reddened, contain copious amounts of nanophase Fe,
and should be transient on timescales of decades unless replenished.
","[{""version"":""v1"",""created"":""Sun, 15 Mar 2020 17:09:41 GMT""}]","2020-05-20"
