"2001.03078","Sanved Kolekar","Kajol Paithankar and Sanved Kolekar","The role of Unruh effect in Bremsstrahlung","v1: 19 pages; v2: 20 pages, some discussion added, to appear in PRD","Phys. Rev. D 101, 065012 (2020)","10.1103/PhysRevD.101.065012",,"gr-qc","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  An equivalence is demonstrated, by an explicit first order quantum
calculation, between the Minkowski photon emission rate in the inertial frame
for an accelerating charge moving on a Rindler trajectory with additional
transverse drift motion and the combined Rindler photon emission and absorption
rate of the same charge in the Rindler frame in the presence of the Davies
Unruh thermal bath. The equivalence also extends, for the Bremsstrahlung
emitted by the same charge as calculated using the machinery of classical
electrodynamics. The equivalence is shown to also hold for the case of
accelerating charges moving on a Rindler trajectory with additional arbitrary
transverse motion. Our results generalise those of Higuchi et. al. (1992) and
of Cozzella et. al. (2017) for accelerated trajectories with circular
transverse motion. Related issues and experimental implications are discussed.
","[{""version"":""v1"",""created"":""Thu, 9 Jan 2020 16:03:14 GMT""},{""version"":""v2"",""created"":""Mon, 9 Mar 2020 06:41:50 GMT""}]","2020-03-25"
"2001.03079","Makoto Katori","Makoto Katori, Shinji Koshida","Gaussian free fields coupled with multiple SLEs driven by stochastic
  log-gases","v7: LaTex, 21 pages, no figure. This manuscript was prepared for the
  proceeding of the workshop of the 12th Mathematical Society of Japan,
  Seasonal Institute (MSJ-SI), `Stochastic Analysis, Random Fields and
  Integrable Probability', held at Kyushu University, Fukuoka, Japan, July
  31--August 9, 2019. The proceeding will be published in Advanced Studies in
  Pure Mathematics 87, 2021","Advanced Studies in Pure Mathematics 87 (2021) pp. 315--340",,,"math.PR cond-mat.stat-mech math-ph math.MP","http://creativecommons.org/licenses/by/4.0/","  Miller and Sheffield introduced the notion of an imaginary surface as an
equivalence class of pairs of simply connected proper subdomains of
$\mathbb{C}$ and Gaussian free fields (GFFs) on them under the conformal
equivalence. They considered the situation in which the conformal maps are
given by a chordal Schramm--Loewner evolution (SLE). In the present paper, we
construct GFF-valued processes on $\mathbb{H}$ (the upper half-plane) and
$\mathbb{O}$ (the first orthant of $\mathbb{C}$) by coupling a GFF with a
multiple SLE evolving in time on each domain. We prove that a GFF on
$\mathbb{H}$ and $\mathbb{O}$ is locally coupled with a multiple SLE if the
multiple SLE is driven by the stochastic log-gas called the Dyson model defined
on $\mathbb{R}$ and the Bru--Wishart process defined on $\mathbb{R}_+$,
respectively. We obtain pairs of time-evolutionary domains and GFF-valued
processes.
","[{""version"":""v1"",""created"":""Thu, 9 Jan 2020 16:16:47 GMT""},{""version"":""v2"",""created"":""Sat, 7 Mar 2020 11:09:07 GMT""},{""version"":""v3"",""created"":""Thu, 7 May 2020 08:12:41 GMT""},{""version"":""v4"",""created"":""Wed, 24 Jun 2020 02:08:31 GMT""},{""version"":""v5"",""created"":""Fri, 4 Sep 2020 11:08:41 GMT""},{""version"":""v6"",""created"":""Thu, 21 Jan 2021 11:38:39 GMT""},{""version"":""v7"",""created"":""Wed, 14 Jul 2021 04:57:52 GMT""}]","2021-12-10"
"2001.03080","Ana\""is Gonneau","Ana\""is Gonneau, M. Lyubenova, A. Lan\c{c}on, S. C. Trager, R. F.
  Peletier, A. Arentsen, Y. -P. Chen, P. R. T. Coelho, M. Dries, J.
  Falc\'on-Barroso, P. Prugniel, P. S\'anchez-Bl\'azquez, A. Vazdekis and K.
  Verro","The X-Shooter Spectral Library (XSL): Data Release 2","Main paper: 16 pages, Full list of stars from pages 21 to 34, Typical
  XSL spectra on Figure 10 page 10","A&A 634, A133 (2020)","10.1051/0004-6361/201936825",,"astro-ph.SR astro-ph.GA astro-ph.IM","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We present the second data release (DR2) of the X-Shooter Spectral Library
(XSL), which contains all the spectra obtained over the six semesters of that
program. This release supersedes our first data release from Chen et al. 2014,
with a larger number of spectra (813 observations of 666 stars) and with a more
extended wavelength coverage as the data from the near-infrared arm of the
X-Shooter spectrograph are now included. The DR2 spectra then consist of three
segments that were observed simultaneously and, if combined, cover the range
between $\sim$300 nm and $\sim$2.45 $\mu$m at a spectral resolving power close
to $R=10\,000$. The spectra were corrected for instrument transmission and
telluric absorption, and they were also corrected for wavelength-dependent
flux-losses in 85% of the cases. On average, synthesized broad-band colors
agree with those of the MILES library and of the combined IRTF and Extended
IRTF libraries to within $\sim\!1$%. The scatter in these comparisons indicates
typical errors on individual colors in the XSL of 2$-$4 %. The comparison with
2MASS point source photometry shows systematics of up to 5% in some colors,
which we attribute mostly to zero-point or transmission curve errors and a
scatter that is consistent with the above uncertainty estimates. The final
spectra were corrected for radial velocity and are provided in the rest-frame
(with wavelengths in air). The spectra cover a large range of spectral types
and chemical compositions (with an emphasis on the red giant branch), which
makes this library an asset when creating stellar population synthesis models
or for the validation of near-ultraviolet to near-infrared theoretical stellar
spectra across the Hertzsprung-Russell diagram.
","[{""version"":""v1"",""created"":""Thu, 9 Jan 2020 16:19:34 GMT""}]","2020-02-26"
"2001.03081","David Tomanek","Xianqing Lin and David Tomanek","Periodically Gated Bilayer Graphene as an Electronic Metamaterial","9 pages, 7 figures, accepted in Phys. Rev. Applied","Phys. Rev. Applied 13, 034034 (2020)","10.1103/PhysRevApplied.13.034034",,"cond-mat.mes-hall physics.app-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We study ballistic transport in periodically gated bilayer graphene as a
candidate for a 2D electronic metamaterial. Our calculations use the
equilibrium Green function formalism and take into account quantum corrections
to charge density changes induced by a periodically modulated top gate voltage.
Our results reveal an intriguing interference-like pattern, similar to that of
a Fabry-Perot interferometer, in the resistance map as a function of the
voltage $V_{BG}$ applied to the extended bottom gate and $V_{TG}$ applied to
the periodic top gate.
","[{""version"":""v1"",""created"":""Thu, 9 Jan 2020 16:20:07 GMT""}]","2020-03-18"
"2001.03082","Johnny Guzman","Todd Dupont, Johnny Guzman, Ridgway Scott","Obtaining higher-order Galerkin accuracy when the boundary is
  polygonally approximated","15 pages",,,,"math.NA cs.NA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We study two techniques for correcting the geometrical error associated with
domain approximation by a polygon. The first was introduced some time ago
\cite{bramble1972projection} and leads to a nonsymmetric formulation for
Poisson's equation. We introduce a new technique that yields a symmetric
formulation and has similar performance. We compare both methods on a simple
test problem.
","[{""version"":""v1"",""created"":""Thu, 9 Jan 2020 16:20:12 GMT""}]","2020-01-10"
"2001.03083","Mat\'ias Pavez-Sign\'e","Pedro Ara\'ujo, Luiz Moreira, Mat\'ias Pavez-Sign\'e","Ramsey goodness of trees in random graphs","30 pages, 3 figures",,,,"math.CO","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  For a graph $G$, we write $G\rightarrow \big(K_{r+1},\mathcal{T}(n,D)\big)$
if every blue-red colouring of the edges of $G$ contains either a blue copy of
$K_{r+1}$, or a red copy of each tree with $n$ edges and maximum degree at most
$D$. In 1977, Chv\'atal proved that for any integers $r,n,D \ge 2$, $K_N
\rightarrow \big(K_{r+1},\mathcal{T}(n,D)\big)$ if and only if $N \ge rn+1$. We
prove a random analogue of Chv\'atal's theorem for bounded degree trees, that
is, we show that for each $r,D\ge 2$ there exist constants $C,C'>0$ such that
if $p \ge C{n}^{-2/(r+2)}$ and $N \geq rn + C'/p$, then \[G(N,p) \rightarrow
\big(K_{r+1},\mathcal{T}(n,D)\big)\] with high probability as $n\to \infty$.
The proof combines a stability argument with the embedding of trees in expander
graphs. Furthermore, the proof of the stability result is based on a sparse
random analogue of the Erd\H{o}s--S\'os conjecture for trees with linear size
and bounded maximum degree, which may be of independent interest.
","[{""version"":""v1"",""created"":""Thu, 9 Jan 2020 16:22:23 GMT""},{""version"":""v2"",""created"":""Mon, 5 Apr 2021 17:32:58 GMT""}]","2021-04-06"
"2001.03084","Maria Tamargo","Ido Levy (1,2), Cody Youmans (3,4), Thor Garcia (1,2), Haiming Deng
  (3,4), Steven Alsheimer (3), Christophe Testelin (5), Lia Krusin-Elbaum
  (3,4), Pouyan Ghaemi (3,4), Maria Tamargo (1,2,4) ((1) Department of
  Chemistry, The City College of New York, New York, NY 10031 (2) Chemistry
  Program, Graduate Center of CUNY, New York, NY 10021 (3) Department of
  Physics, The City College of New York, New York, NY 10031 (4) Physics
  Program, Graduate Center of CUNY, New York, NY 10021 (5) Sorbonne
  Universit\'e, CNRS, Institut des NanoSciences de Paris, 4 Place Jussieu,
  F-75005 Paris, France)","Designer topological insulator with enhanced gap and suppressed bulk
  conduction in Bi2Se3/Sb2Te3 ultra-short period superlattices","13 Pages, 4 Figures",,"10.1021/acs.nanolett.0c00338",,"cond-mat.mtrl-sci","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  A novel approach to reduce bulk conductance by the use of short period
superlattices (SL) of two alternating topological insulator layers is
presented. Evidence for a superlattice gap enhancement (SGE) was obtained from
the observed reduction of bulk background doping by more than one order of
magnitude, from 1.2x1020 cm-3 to 8.5x1018 cm-3 as the period of Bi2Se3/Sb2Te3
SLs is decreased from 12 nm to 5 nm, respectively. Tight binding calculations
show that in the very thin period regime, a significant SGE can be achieved by
the appropriate choice of materials. The ultrathin SL of alternating Bi2Se3 and
Sb2Te3 layers behaves as a new designer material with a bulk bandgap as much as
60% larger than the bandgap of the constituent layer with the largest bandgap,
while retaining topological surface features. Analysis of the weak
antilocalization (WAL) cusp evident in the low temperature magneto-conductance
of a very thin period SL sample grown confirms that the top and bottom surfaces
of the SL structure behave as Dirac surface states. This approach represents a
promising and yet to be explored platform for building truly insulating bulk
TIs.
","[{""version"":""v1"",""created"":""Thu, 9 Jan 2020 16:29:05 GMT""}]","2020-06-24"
"2001.03085","Alberto Facchini","Alberto Facchini, Zahra Nazemian and Pavel Prihoda","Covering classes and uniserial modules",,,,,"math.RA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We apply minimal weakly generating sets to study the existence of
Add$(U_R)$-covers for a uniserial module $U_R$. If $U_R$ is a uniserial right
module over a ring $R$, then $S:=$End$ (U_R)$ has at most two maximal (right,
left, two-sided) ideals: one is the set $I$ of all endomorphisms that are not
injective, and the other is the set $K $ of all endomorphisms of $U_R$ that are
not surjective. We prove that if $U_R$ is either finitely generated, or
artinian, or $I \subset K$, then the class Add$(U_R)$ is covering if and only
if it is closed under direct limit. Moreover, we study endomorphism rings of
artinian uniserial modules giving several examples.
","[{""version"":""v1"",""created"":""Thu, 9 Jan 2020 16:35:27 GMT""}]","2020-01-10"
"2001.03086","Chen Hu","Chen Hu (1), Yan-Rong Li (1), Pu Du (1), Zhi-Xiang Zhang (1,2),
  Sha-Sha Li (1,2), Ying-Ke Huang (1,2), Kai-Xing Lu (3), Jin-Ming Bai (3),
  Luis C. Ho (4,5), Wei-Hao Bian (6), Michael S. Brotherton (7), Ye-Fei Yuan
  (8), Jes\'us Aceituno (9,10), Hartmut Winkler (11), Jian-Min Wang (1,2,12)
  (SEAMBH collaboration) ((1) Institute of High Energy Physics, China, (2)
  University of Chinese Academy of Sciences, China, (3) Yunnan Observatories,
  China, (4) Kavli Institute for Astronomy and Astrophysics, China, (5) Peking
  University, China, (6) Nanjing Normal University, China, (7) University of
  Wyoming, USA, (8) University of Science and Technology of China, China, (9)
  Centro Astronomico Hispano Alem\'an, Spain, (10) Instituto de Astrof\'isica
  de Andaluc\'ia, Spain, (11) University of Johannesburg, South Africa, (12)
  National Astronomical Observatories of China, China)","Broad-line Region of the Quasar PG 2130+099 from a Two-Year
  Reverberation Mapping Campaign with High Cadence","15 pages, 11 figures, accepted for publication in The Astrophysical
  Journal",,"10.3847/1538-4357/ab6a17",,"astro-ph.GA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  As one of the most interesting Seyfert 1 galaxies, PG 2130+099 has been the
target of several reverberation mapping (RM) campaigns over the years. However,
its measured broad H$\beta$ line responses have been inconsistent, with time
lags of $\sim$200 days, $\sim$25 days, and $\sim$10 days being reported for
different epochs while its optical luminosity changed no more than 40%. To
investigate this issue, we conducted a new RM-campaign with homogenous and high
cadence (about $\sim$3 days) for two years during 2017--2019 to measure the
kinematics and structure of the ionized gas. We successfully detected time lags
of broad H$\beta$, He II, He I, and Fe II lines with respect to the varying
5100\AA continuum, revealing a stratified structure that is likely virialized
with Keplerian kinematics in the first year of observations, but an inflow
kinematics of the broad-line region from the second year. With a central black
hole mass of $0.97_{-0.18}^{+0.15}\times 10^7~M_{\odot}$, PG 2130+099 has an
accretion rate of $10^{2.1\pm0.5}L_{\rm Edd}c^{-2}$, where $L_{\rm Edd}$ is the
Eddington luminosity and $c$ is speed of light, implying that it is a
super-Eddington accretor and likely possesses a slim, rather than thin,
accretion disk. The fast changes of the ionization structures of the three
broad lines remain puzzling.
","[{""version"":""v1"",""created"":""Thu, 9 Jan 2020 16:35:37 GMT""}]","2020-02-26"
"2001.03087","Hao Jia","Alexandru D. Ionescu, Hao Jia","Nonlinear inviscid damping near monotonic shear flows","54 pages, comments welcome",,,,"math.AP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We prove nonlinear asymptotic stability of a large class of monotonic shear
flows among solutions of the 2D Euler equations in the channel
$\mathbb{T}\times[0,1]$. More precisely, we consider shear flows $(b(y),0)$
given by a function $b$ which is Gevrey smooth, strictly increasing, and linear
outside a compact subset of the interval $(0,1)$ (to avoid boundary
contributions which are incompatible with inviscid damping). We also assume
that the associated linearized operator satisfies a suitable spectral
condition, which is needed to prove linear inviscid damping.
  Under these assumptions, we show that if $u$ is a solution which is a small
and Gevrey smooth perturbation of such a shear flow $(b(y),0)$ at time $t=0$,
then the velocity field $u$ converges strongly to a nearby shear flow as the
time goes to infinity. This is the first nonlinear asymptotic stability result
for Euler equations around general steady solutions for which the linearized
flow cannot be explicitly solved.
","[{""version"":""v1"",""created"":""Thu, 9 Jan 2020 16:41:38 GMT""}]","2020-01-10"
