"2002.06403","Ashutosh Bhatia Dr.","Aman Sharma, Ashutosh Bhatia","Bitcoin's Blockchain Data Analytics: A Graph Theoretic Perspective",,,,,"cs.CR cs.DC cs.NI","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Bitcoin is the most popular cryptocurrency used worldwide. It provides
pseudonymity to its users by establishing identity using public keys as
transaction end-points. These transactions are recorded on an immutable public
ledger called Blockchain which is an append-only data structure. The popularity
of Bitcoin has increased unreasonably. The general trend shows a positive
response from the common masses indicating an increase in trust and privacy
concerns which makes an interesting use case from the analysis point of view.
Moreover, since the blockchain is publicly available and up-to-date, any
analysis would provide a live insight into the usage patterns which ultimately
would be useful for making a number of inferences by law-enforcement agencies,
economists, tech-enthusiasts, etc. In this paper, we study various applications
and techniques of performing data analytics over Bitcoin blockchain from a
graph theoretic perspective. We also propose a framework for performing such
data analytics and explored a couple of use cases using the proposed framework.
","[{""version"":""v1"",""created"":""Sat, 15 Feb 2020 16:07:34 GMT""}]","2020-02-18"
"2002.06404","Vincent Neiger","Simone Naldi and Vincent Neiger","A divide-and-conquer algorithm for computing Gr\""obner bases of syzygies
  in finite dimension","ISSAC 2020. 8 pages, 4 algorithms",,"10.1145/3373207.3404059",,"cs.SC","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Let $f_1,\ldots,f_m$ be elements in a quotient $R^n / N$ which has finite
dimension as a $K$-vector space, where $R = K[X_1,\ldots,X_r]$ and $N$ is an
$R$-submodule of $R^n$. We address the problem of computing a Gr\""obner basis
of the module of syzygies of $(f_1,\ldots,f_m)$, that is, of vectors
$(p_1,\ldots,p_m) \in R^m$ such that $p_1 f_1 + \cdots + p_m f_m = 0$.
  An iterative algorithm for this problem was given by Marinari, M\""oller, and
Mora (1993) using a dual representation of $R^n / N$ as the kernel of a
collection of linear functionals. Following this viewpoint, we design a
divide-and-conquer algorithm, which can be interpreted as a generalization to
several variables of Beckermann and Labahn's recursive approach for matrix
Pad\'e and rational interpolation problems. To highlight the interest of this
method, we focus on the specific case of bivariate Pad\'e approximation and
show that it improves upon the best known complexity bounds.
","[{""version"":""v1"",""created"":""Sat, 15 Feb 2020 16:15:54 GMT""},{""version"":""v2"",""created"":""Thu, 4 Jun 2020 10:24:15 GMT""}]","2020-06-05"
"2002.06405","Alexis Marchal","Oksana Bashchenko and Alexis Marchal","Deep Learning for Asset Bubbles Detection","25 pages",,,,"q-fin.ST q-fin.MF stat.ML","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We develop a methodology for detecting asset bubbles using a neural network.
We rely on the theory of local martingales in continuous-time and use a deep
network to estimate the diffusion coefficient of the price process more
accurately than the current estimator, obtaining an improved detection of
bubbles. We show the outperformance of our algorithm over the existing
statistical method in a laboratory created with simulated data. We then apply
the network classification to real data and build a zero net exposure trading
strategy that exploits the risky arbitrage emanating from the presence of
bubbles in the US equity market from 2006 to 2008. The profitability of the
strategy provides an estimation of the economical magnitude of bubbles as well
as support for the theoretical assumptions relied on.
","[{""version"":""v1"",""created"":""Sat, 15 Feb 2020 16:16:39 GMT""}]","2020-02-18"
"2002.06406","Michael F\""arber","Michael F\""arber, Ashwath Sampath","HybridCite: A Hybrid Model for Context-Aware Citation Recommendation","to be published in the Proceedings of the ACM/IEEE Joint Conference
  on Digital Libraries (JCDL '20)",,"10.1145/3383583.3398534",,"cs.IR cs.DL cs.LG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Citation recommendation systems aim to recommend citations for either a
complete paper or a small portion of text called a citation context. The
process of recommending citations for citation contexts is called local
citation recommendation and is the focus of this paper. Firstly, we develop
citation recommendation approaches based on embeddings, topic modeling, and
information retrieval techniques. We combine, for the first time to the best of
our knowledge, the best-performing algorithms into a semi-genetic hybrid
recommender system for citation recommendation. We evaluate the single
approaches and the hybrid approach offline based on several data sets, such as
the Microsoft Academic Graph (MAG) and the MAG in combination with arXiv and
ACL. We further conduct a user study for evaluating our approaches online. Our
evaluation results show that a hybrid model containing embedding and
information retrieval-based components outperforms its individual components
and further algorithms by a large margin.
","[{""version"":""v1"",""created"":""Sat, 15 Feb 2020 16:19:55 GMT""},{""version"":""v2"",""created"":""Mon, 1 Jun 2020 16:49:44 GMT""}]","2020-06-02"
"2002.06407","Elias Javier Garcia Claro E. J. Garcia-Claro","Elias Javier Garcia Claro and Horacio Tapia Recillas","On the dimension of ideals in group algebras, and group codes",,,,,"cs.IT math.IT math.RT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Several relations and bounds for the dimension of principal ideals in group
algebras are determined by analyzing minimal polynomials of regular
representations. These results are used in the two last sections. First, in the
context of semisimple group algebras, to compute, for any abelian code, an
element with Hamming weight equal to its dimension. Finally, to get bounds on
the minimum distance of certain MDS group codes. A relation between a class of
group codes and MDS codes is presented. Examples illustrating the main results
are provided.
","[{""version"":""v1"",""created"":""Sat, 15 Feb 2020 16:21:16 GMT""},{""version"":""v2"",""created"":""Wed, 22 Jul 2020 21:22:04 GMT""}]","2020-07-24"
"2002.06408","H\""usne Dereli-B\'egu\'e","H\""usne Dereli-B\'egu\'e (1 and 2), Asaf Pe'er (2) and Felix Ryde (3)
  ((1) Max Planck Institute for Extraterrestrial Physics, Garching, Germany,
  (2) Department of Physics, Bar-Ilan University, Israel, (3) Department of
  Physics, KTH Royal Institute of Technology, and The Oskar Klein Centre,
  Stockholm, Sweden)","Classification of Photospheric Emission in Short GRBs","24 pages, 20 figures, one table, accepted for publication in Ap.J. on
  the 4th of June 2020",,"10.3847/1538-4357/ab9a2d",,"astro-ph.HE","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In order to better understand the physical origin of short duration gamma-ray
bursts (GRBs), we perform time-resolved spectral analysis on a sample of 70
pulses in 68 short GRBs with burst duration $T_{90}\lesssim2$ s detected by the
\textit{Fermi}/GBM. We apply a Bayesian analysis to all spectra that have
statistical significance $S\ge15$ within each pulse and apply a cut-off power
law (CPL) model. We then select in each pulse the timebin that has the maximal
value of the low energy spectral index, %$\alpha_{\rm max}$, for further
analysis. Under the assumption that the main emission mechanism is the same
throughout each pulse, such an analysis is indicative of pulse emission. We
find that $\sim$1/3 of short GRBs are consistent with a pure, non-dissipative
photospheric model, at least, around the peak of the pulse. This fraction is
larger compare to the corresponding one (1/4) obtained for long GRBs. For these
bursts, we find (i) a bi-modal distribution in the values of the Lorentz
factors and the hardness ratios; (ii) an anti-correlation between $T_{90}$ and
the peak energy, $E_{\rm pk}$: $T_{90} \propto E_{\rm pk}^{-0.50\pm0.19}$. This
correlation disappears when we consider the entire sample. Our results thus
imply that the short GRB population may in fact be composed of two separate
populations: one being a continuation of the long GRB population to shorter
durations, and the other one being distinctly separate with different physical
properties. Furthermore, thermal emission is initially ubiquitous, but is
accompanied at longer times by additional radiation (likely synchrotron).
","[{""version"":""v1"",""created"":""Sat, 15 Feb 2020 16:24:30 GMT""},{""version"":""v2"",""created"":""Sat, 6 Jun 2020 05:24:37 GMT""}]","2020-07-22"
"2002.06409","Nicola Cufaro Petroni","Nicola Cufaro Petroni, Salvatore De Martino and Silvio De Siena","Gompertz and logistic stochastic dynamics: Advances in an ongoing quest","88 pages, 6 figures. Changes in the text have been made in the
  Abstract and at the pages 5 (after formula (12)), 14 (after formula (34)), 25
  (beginning of Section 3.4) and 38 (point 6. in the Conclusions)",,,,"math.PR physics.bio-ph quant-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this report we summarize a few methods for solving the stochastic
differential equations (SDE) and the corresponding Fokker-Planck equations
describing the Gompertz and logistic random dynamics. It is shown that the
solutions of the Gompertz SDE are completely known, while for the logistic
SDE's we provide the solution as an explicit process, but we can not yet write
down its distributions in closed form. Many details of possible ways out of
this maze are listed in the paper and its appendices. We also briefly discuss
the prospects of performing a suitable averaging, or a deterministic limit. The
possibility is also suggested of associating these equations to the stochastic
mechanics of a quantum harmonic oscillator adopted as a tool serviceable also
in the field of stochastic control: in particular we propose to investigate the
equations associated to the quantum stationary states
","[{""version"":""v1"",""created"":""Sat, 15 Feb 2020 16:43:38 GMT""},{""version"":""v2"",""created"":""Tue, 26 May 2020 17:52:54 GMT""}]","2020-05-27"
"2002.06410","Song Liu Dr.","Song Liu, Yulong Zhang, Mingxuan Yi, Mladen Kolar","Posterior Ratio Estimation of Latent Variables",,,,,"stat.ML cs.LG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Density Ratio Estimation has attracted attention from the machine learning
community due to its ability to compare the underlying distributions of two
datasets. However, in some applications, we want to compare distributions of
random variables that are \emph{inferred} from observations. In this paper, we
study the problem of estimating the ratio between two posterior probability
density functions of a latent variable. Particularly, we assume the posterior
ratio function can be well-approximated by a parametric model, which is then
estimated using observed information and prior samples. We prove the
consistency of our estimator and the asymptotic normality of the estimated
parameters as the number of prior samples tending to infinity. Finally, we
validate our theories using numerical experiments and demonstrate the
usefulness of the proposed method through some real-world applications.
","[{""version"":""v1"",""created"":""Sat, 15 Feb 2020 16:46:42 GMT""},{""version"":""v2"",""created"":""Thu, 25 Jun 2020 17:49:50 GMT""}]","2020-06-26"
"2002.06411","Yayun He","Y. He (1), S. Cao (2), W. Chen (1), T. Luo (1), L.-G. Pang (3 and 4)
  and X.-N. Wang (1, 3 and 4) ((1) Central China Normal University, (2) Wayne
  State University, (3) University of California, Berkeley, (4) Lawrence
  Berkeley National Laboratory)","Interplaying mechanisms behind inclusive jet $R_{AA}$ and extraction of
  jet energy loss distributions","4 pages, 3 figures, contribution to the proceedings of XXVIIIth
  International Conference on Ultrarelativistic Nucleus-Nucleus Collisions
  (Quark Matter 2019)",,"10.1016/j.nuclphysa.2020.122032",,"hep-ph nucl-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The observed inclusive jet suppression in heavy-ion collisions at LHC has a
very weak $p_{T}$ dependence over a large range of $p_{T}$ = 50-1000 GeV and is
almost independent of the colliding energy, though the initial energy density
of the bulk medium has increased from $\sqrt{s}$ = 2.76 to 5.02 TeV by about
20%. This interesting phenomenon is investigated in the linear Boltzmann
transport (LBT) model for jet propagation in an event-by-event 3+1D hydro
background. We show that the $p_{T}$ dependence of jet $R_{AA}$ is determined
by the initial spectrum in $p+p$ collisions and $ p_{T} $ dependence of jet
energy loss. Furthermore, jet energy loss distributions for inclusive jet and $
\gamma-$jet at both LHC energies are extracted directly from experimental data
through the state-of-art Bayesian analysis. The averaged jet energy loss has a
weak $p_{T}$ dependence and the scaled jet energy loss distributions have a
large width, both of which are consistent with the LBT simulations and indicate
that jet quenching is caused by only a few out-of-cone jet medium scatterings.
","[{""version"":""v1"",""created"":""Sat, 15 Feb 2020 16:49:11 GMT""},{""version"":""v2"",""created"":""Mon, 3 Aug 2020 09:24:58 GMT""}]","2021-02-03"
"2002.06412","Moon-Jin Kang","Moon-Jin Kang, Alexis Vasseur, Yi Wang","Uniqueness of a planar contact discontinuity for 3D compressible Euler
  system in a class of zero dissipation limits from Navier-Stokes-Fourier
  system",,"Communications in Mathematical Physics, 2021","10.1007/s00220-021-04100-3",,"math.AP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We prove the stability of contact discontinuities without shear, a family of
special discontinuous solutions for the three-dimensional full Euler systems,
in the class of vanishing dissipation limits of the corresponding
Navier-Stokes-Fourier system. We also show that solutions of the
Navier-Stokes-Fourier system converge to the contact discontinuity when the
initial datum converges to the contact discontinuity itself. This implies the
uniqueness of the contact discontinuity in the class that we are considering.
Our results give an answer to the open question, whether the contact
discontinuity is unique for the multi-D compressible Euler system. Our proof is
based on the relative entropy method, together with the theory of
$a$-contraction up to a shift.
","[{""version"":""v1"",""created"":""Sat, 15 Feb 2020 16:53:26 GMT""},{""version"":""v2"",""created"":""Mon, 24 May 2021 03:45:52 GMT""}]","2021-05-25"
